Id. Cliente,Id. Producto,Fecha,current_delta_t,total_purchases,Period_x,mean,std,avg_delta_t_customer_product,Cluster,Period_y,mean_gr,std_gr,Category,Potencial_H,F_in,Status,Grading
10533,178,2024-03-05,665,1,,,,,1,Christmas,178.0,65.81521751952855,Categoria C1,2223.12,0.0,Lost Customer,0.0
10533,4911,2024-04-09,630,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,0.0,0.0,Lost Customer,0.0
10533,4911,2024-04-09,630,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.0,Lost Customer,0.0
10536,4566,2025-09-02,119,4,,,,,0,Christmas,91.0,61.174281110461045,Categoria C1,2223.12,1.3076923076923077,Out-of-period / Holiday behavior,2907.156923076923
10536,4911,2025-11-17,43,1,,,,,0,Christmas,117.0,54.71497575096394,Categoria C2,14795.68,0.36752136752136755,Retention (1st historic purchase),5437.728547008547
10536,4911,2025-11-17,43,1,,,,,0,Christmas,117.0,54.71497575096394,Categoria C2,1086.44,0.36752136752136755,Retention (1st historic purchase),399.2899145299146
10537,3408,2025-03-19,286,2,,,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
10537,4566,2025-03-19,286,3,,,,,1,Christmas,169.0,52.340870920382315,Categoria C1,2223.12,0.0,Lost Customer,0.0
10537,5099,2025-01-15,349,1,,,,,1,Christmas,124.0,59.57919715104284,Categoria T1,0.0,0.0,Lost Customer,0.0
10540,5099,2025-04-29,245,4,,,,77.0,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.0,Lost Customer,0.0
10540,5103,2025-03-11,294,1,,,,,4,Christmas,149.5,63.53358239509262,Categoria T1,0.0,0.0,Lost Customer,0.0
10540,5108,2025-04-29,245,4,,,,77.0,4,Christmas,87.0,60.88248033129335,Categoria T1,0.0,0.0,Lost Customer,0.0
10540,5382,2024-06-27,551,2,,,,2.0,4,Christmas,114.0,70.38094928301281,Categoria T1,0.0,0.0,Lost Customer,0.0
10544,3408,2025-09-30,91,3,,,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.52,Out-of-period / Holiday behavior,1156.0224
10544,4565,2025-09-30,91,3,,,,180.0,1,Christmas,173.0,57.30797752299166,Categoria C1,2223.12,0.5260115606936416,Out-of-period / Holiday behavior,1169.3868208092485
10544,4911,2024-05-09,600,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,7859.42,0.0,Lost Customer,0.0
10544,4911,2024-05-09,600,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.0,Lost Customer,0.0
10549,3408,2025-11-18,42,3,,,,180.0,4,Christmas,125.5,57.18415060191761,Categoria C1,3410.04,0.3346613545816733,Out-of-period / Holiday behavior,1141.2086055776892
10549,4566,2025-02-24,309,1,,,,,4,Christmas,107.0,57.66587729631683,Categoria C1,3410.04,0.0,Lost Customer,0.0
10549,4911,2024-11-13,412,1,,,,,4,Christmas,157.0,52.22722564517045,Categoria C2,6474.68,0.0,Lost Customer,0.0
10549,4911,2024-11-13,412,1,,,,,4,Christmas,157.0,52.22722564517045,Categoria C2,1667.3400000000001,0.0,Lost Customer,0.0
10549,4912,2024-11-13,412,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,6474.68,0.0,Lost Customer,0.0
10549,4912,2024-11-13,412,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,1667.3400000000001,0.0,Lost Customer,0.0
10604,3408,2025-09-17,104,1,,,,,1,Christmas,175.0,49.150411654270975,Categoria C1,3410.04,0.5942857142857143,Retention (1st historic purchase),2026.5380571428573
10637,3408,2024-03-04,666,1,,,,,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
10652,5107,2024-10-07,449,1,,,,,1,Christmas,70.0,65.34400726703471,Categoria T1,0.0,0.0,Lost Customer,0.0
10652,5108,2025-11-21,39,2,,,,180.0,1,Christmas,111.0,64.30936513793651,Categoria T1,0.0,0.35135135135135137,Out-of-period / Holiday behavior,0.0
10652,5115,2025-11-21,39,2,,,,180.0,1,Christmas,180.0,62.62648739213244,Categoria T1,0.0,0.21666666666666667,Out-of-period / Holiday behavior,0.0
10697,3408,2025-09-30,91,4,,,,137.0,1,Christmas,175.0,49.150411654270975,Categoria C1,3410.04,0.52,Out-of-period / Holiday behavior,1773.2208
10699,3408,2025-02-19,314,1,,,,,4,Christmas,125.5,57.18415060191761,Categoria C1,2223.12,0.0,Lost Customer,0.0
10699,4566,2025-02-25,308,1,,,,,4,Christmas,107.0,57.66587729631683,Categoria C1,2223.12,0.0,Lost Customer,0.0
10699,4567,2025-02-25,308,1,,,,,4,Christmas,180.0,42.96704948481452,Categoria C1,2223.12,0.0,Lost Customer,0.0
10699,4911,2025-02-19,314,1,,,,,4,Christmas,157.0,52.22722564517045,Categoria C2,7397.84,0.0,Lost Customer,0.0
10699,4911,2025-02-19,314,1,,,,,4,Christmas,157.0,52.22722564517045,Categoria C2,1086.44,0.0,Lost Customer,0.0
10699,4912,2025-09-09,112,4,,,,119.33333333333333,4,Christmas,96.0,58.542579212150926,Categoria C2,7397.84,1.1666666666666667,Out-of-period / Holiday behavior,8630.813333333334
10699,4912,2025-09-09,112,4,,,,119.33333333333333,4,Christmas,96.0,58.542579212150926,Categoria C2,1086.44,1.1666666666666667,Out-of-period / Holiday behavior,1267.5133333333335
10699,5115,2024-12-17,378,1,,,,,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.0,Lost Customer,0.0
10711,3408,2025-05-06,238,4,,,,145.66666666666666,0,Christmas,147.0,59.37090372395007,Categoria C1,2223.12,0.0,Lost Customer,0.0
10711,4565,2025-05-06,238,2,,,,180.0,0,Christmas,92.0,65.02356392528957,Categoria C1,2223.12,0.0,Lost Customer,0.0
10711,4911,2025-03-25,280,1,,,,,0,Christmas,117.0,54.71497575096394,Categoria C2,36989.200000000004,0.0,Lost Customer,0.0
10711,4911,2025-03-25,280,1,,,,,0,Christmas,117.0,54.71497575096394,Categoria C2,1086.44,0.0,Lost Customer,0.0
10711,5099,2025-05-06,238,5,,,,79.75,0,Christmas,55.0,56.71321736941261,Categoria T1,0.0,0.0,Lost Customer,0.0
10711,5100,2024-02-07,692,1,,,,,0,Christmas,135.5,62.932503525602726,Categoria T1,0.0,0.0,Lost Customer,0.0
10711,5102,2024-02-07,692,1,,,,,0,Christmas,141.0,,Categoria T1,0.0,0.0,Lost Customer,0.0
10711,5115,2025-03-25,280,4,,,,92.33333333333333,0,Christmas,75.0,51.241869273736164,Categoria T1,0.0,0.0,Lost Customer,0.0
10744,5103,2025-09-30,91,4,,,,,0,Christmas,80.5,59.696853231257386,Categoria T1,0.0,1.1304347826086956,Out-of-period / Holiday behavior,0.0
10745,4565,2025-10-24,67,3,,,,131.5,1,Christmas,173.0,57.30797752299166,Categoria C1,3410.04,0.3872832369942196,Out-of-period / Holiday behavior,1320.6513294797687
10745,4566,2025-10-24,67,2,,,,180.0,1,Christmas,169.0,52.340870920382315,Categoria C1,3410.04,0.39644970414201186,Out-of-period / Holiday behavior,1351.909349112426
10756,3399,2024-06-25,553,1,,,,,3,Christmas,42.5,70.54726547972406,Categoria C1,3410.04,0.0,Lost Customer,0.0
10756,3408,2025-11-05,55,7,,,,100.0,3,Christmas,91.0,56.05599248773774,Categoria C1,3410.04,0.6043956043956044,Out-of-period / Holiday behavior,2061.0131868131866
10756,4566,2025-11-05,55,7,,,,100.0,3,Christmas,66.5,53.15579255339402,Categoria C1,3410.04,0.8270676691729323,Out-of-period / Holiday behavior,2820.333834586466
10756,4567,2025-11-05,55,4,,,,,3,Christmas,134.0,60.35512190974964,Categoria C1,3410.04,0.41044776119402987,Out-of-period / Holiday behavior,1399.6432835820897
10756,4911,2025-04-04,270,2,,,,180.0,3,Christmas,84.0,64.30773401956766,Categoria C2,27741.9,0.0,Lost Customer,0.0
10756,4911,2025-04-04,270,2,,,,180.0,3,Christmas,84.0,64.30773401956766,Categoria C2,1667.3400000000001,0.0,Lost Customer,0.0
10756,5103,2025-02-12,321,2,,,,77.0,3,Christmas,61.5,57.07920562066114,Categoria T1,0.0,0.0,Lost Customer,0.0
10756,5108,2024-02-13,686,1,,,,,3,Christmas,30.5,53.10938666442739,Categoria T1,0.0,0.0,Lost Customer,0.0
10783,3408,2025-01-21,343,3,,,,155.5,1,Christmas,175.0,49.150411654270975,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
10783,4566,2025-01-21,343,3,,,,155.5,1,Christmas,169.0,52.340870920382315,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
10783,4567,2024-09-12,474,1,,,,,1,Christmas,180.0,48.621677573534576,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
10791,4912,2024-09-12,474,4,,,,76.66666666666667,0,Christmas,141.0,54.78494753297183,Categoria C2,36989.200000000004,0.0,Lost Customer,0.0
10791,4912,2024-09-12,474,4,,,,76.66666666666667,0,Christmas,141.0,54.78494753297183,Categoria C2,2223.12,0.0,Lost Customer,0.0
10791,5103,2025-02-27,306,4,,,,,0,Christmas,80.5,59.696853231257386,Categoria T1,0.0,0.0,Lost Customer,0.0
10791,5108,2025-06-25,188,4,Christmas,142.0,,112.66666666666667,0,Christmas,30.5,63.95276034351883,Categoria T1,0.0,0.0,Lost Customer,0.0
10793,4566,2025-09-15,106,3,,,,180.0,4,Christmas,107.0,57.66587729631683,Categoria C1,1802.3600000000001,0.9906542056074766,Out-of-period / Holiday behavior,1785.5155140186916
10793,5099,2025-09-02,119,14,Christmas,39.0,,45.15384615384615,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.0,Lost Customer,0.0
10793,5115,2025-12-01,29,15,Christmas,64.5,36.062445840513924,48.357142857142854,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.803270939686141,Habitual,0.0
10803,5115,2025-05-23,221,1,,,,,1,Christmas,180.0,62.62648739213244,Categoria T1,0.0,0.0,Lost Customer,0.0
10826,4565,2025-09-01,120,6,,,,117.4,1,Christmas,173.0,57.30797752299166,Categoria C1,2223.12,0.6936416184971098,Out-of-period / Holiday behavior,1542.0485549132948
10826,4911,2025-07-01,182,2,,,,180.0,1,Christmas,180.0,58.857149278265425,Categoria C2,7397.84,0.0,Lost Customer,0.0
10826,4911,2025-07-01,182,2,,,,180.0,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.0,Lost Customer,0.0
10826,4912,2024-11-22,403,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,7397.84,0.0,Lost Customer,0.0
10826,4912,2024-11-22,403,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,1086.44,0.0,Lost Customer,0.0
10832,4912,2024-10-21,435,2,,,,102.0,0,Christmas,141.0,54.78494753297183,Categoria C2,36989.200000000004,0.0,Lost Customer,0.0
10832,4912,2024-10-21,435,2,,,,102.0,0,Christmas,141.0,54.78494753297183,Categoria C2,1667.3400000000001,0.0,Lost Customer,0.0
10832,5099,2025-12-01,29,2,Christmas,21.0,,21.0,0,Christmas,55.0,56.71321736941261,Categoria T1,0.0,1.9082251082251083,Habitual,0.0
10888,3399,2024-09-13,473,1,,,,,1,Christmas,180.0,74.0418800409606,Categoria C1,2223.12,0.0,Lost Customer,0.0
10899,3408,2024-09-18,468,1,,,,,1,Christmas,175.0,49.150411654270975,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
10900,3408,2025-11-13,47,1,,,,,1,Christmas,175.0,49.150411654270975,Categoria C1,1802.3600000000001,0.26857142857142857,Retention (1st historic purchase),484.0624
10916,5099,2025-03-05,300,1,,,,,1,Christmas,124.0,59.57919715104284,Categoria T1,0.0,0.0,Lost Customer,0.0
10923,3408,2025-04-24,250,2,,,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
10923,4565,2024-06-13,565,1,,,,,1,Christmas,173.0,57.30797752299166,Categoria C1,2223.12,0.0,Lost Customer,0.0
10923,4567,2025-04-24,250,1,,,,,1,Christmas,180.0,48.621677573534576,Categoria C1,2223.12,0.0,Lost Customer,0.0
10927,3408,2025-11-17,43,6,Christmas,145.0,,135.6,4,Christmas,125.5,57.18415060191761,Categoria C1,4546.72,0.6391812062096441,Habitual,2906.1779738975133
10927,4565,2025-05-15,229,2,,,,180.0,4,Christmas,124.0,56.23303684981726,Categoria C1,4546.72,0.0,Lost Customer,0.0
10927,4566,2024-07-18,530,3,,,,98.5,4,Christmas,107.0,57.66587729631683,Categoria C1,4546.72,0.0,Lost Customer,0.0
10927,4567,2025-11-17,43,5,,,,139.25,4,Christmas,180.0,42.96704948481452,Categoria C1,4546.72,0.2388888888888889,Out-of-period / Holiday behavior,1086.160888888889
10927,4912,2025-06-19,194,3,,,,138.5,4,Christmas,96.0,58.542579212150926,Categoria C2,12946.220000000001,0.0,Lost Customer,0.0
10927,4912,2025-06-19,194,3,,,,138.5,4,Christmas,96.0,58.542579212150926,Categoria C2,2223.12,0.0,Lost Customer,0.0
10927,5099,2025-10-08,83,4,,,,88.33333333333333,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,1.006060606060606,Out-of-period / Holiday behavior,0.0
10928,4565,2025-06-11,202,1,,,,,1,Christmas,173.0,57.30797752299166,Categoria C1,3410.04,0.0,Lost Customer,0.0
10928,4566,2025-06-11,202,1,,,,,1,Christmas,169.0,52.340870920382315,Categoria C1,3410.04,0.0,Lost Customer,0.0
10939,3408,2024-03-08,662,1,,,,,1,Christmas,175.0,49.150411654270975,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
10939,4566,2024-09-13,473,1,,,,,1,Christmas,169.0,52.340870920382315,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
10939,4567,2024-03-08,662,1,,,,,1,Christmas,180.0,48.621677573534576,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
10952,4911,2025-07-09,174,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,13872.52,0.9666666666666667,Retention (1st historic purchase),13410.102666666668
10952,4911,2025-07-09,174,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,879.2,0.9666666666666667,Retention (1st historic purchase),849.8933333333334
10952,4912,2024-09-26,460,2,,,,180.0,1,Christmas,179.5,46.660641306720926,Categoria C2,13872.52,0.0,Lost Customer,0.0
10952,4912,2024-09-26,460,2,,,,180.0,1,Christmas,179.5,46.660641306720926,Categoria C2,879.2,0.0,Lost Customer,0.0
10956,4565,2025-02-07,326,2,,,,180.0,0,Christmas,92.0,65.02356392528957,Categoria C1,3410.04,0.0,Lost Customer,0.0
10956,4566,2025-11-05,55,3,,,,180.0,0,Christmas,91.0,61.174281110461045,Categoria C1,3410.04,0.6043956043956044,Out-of-period / Holiday behavior,2061.0131868131866
10956,4911,2025-07-10,173,2,,,,153.0,0,Christmas,117.0,54.71497575096394,Categoria C2,17386.18,1.4786324786324787,Out-of-period / Holiday behavior,25707.770427350428
10956,4911,2025-07-10,173,2,,,,153.0,0,Christmas,117.0,54.71497575096394,Categoria C2,1667.3400000000001,1.4786324786324787,Out-of-period / Holiday behavior,2465.383076923077
10956,4912,2025-11-05,55,4,,,,150.33333333333334,0,Christmas,141.0,54.78494753297183,Categoria C2,17386.18,0.3900709219858156,Out-of-period / Holiday behavior,6781.8432624113475
10956,4912,2025-11-05,55,4,,,,150.33333333333334,0,Christmas,141.0,54.78494753297183,Categoria C2,1667.3400000000001,0.3900709219858156,Out-of-period / Holiday behavior,650.3808510638298
10958,3408,2025-10-07,84,5,,,,148.5,4,Christmas,125.5,57.18415060191761,Categoria C1,2223.12,0.6693227091633466,Out-of-period / Holiday behavior,1487.984701195219
10958,4567,2025-05-08,236,2,,,,125.0,4,Christmas,180.0,42.96704948481452,Categoria C1,2223.12,0.0,Lost Customer,0.0
10958,5099,2025-11-20,40,4,,,,,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.48484848484848486,Out-of-period / Holiday behavior,0.0
10958,5102,2025-11-20,40,3,,,,180.0,4,Christmas,60.5,62.321210942449866,Categoria T1,0.0,0.6611570247933884,Out-of-period / Holiday behavior,0.0
10958,5112,2024-09-03,483,2,,,,180.0,4,Christmas,49.0,38.54218468120353,Categoria T1,0.0,0.0,Lost Customer,0.0
10991,5099,2025-03-25,280,2,,,,180.0,1,Christmas,124.0,59.57919715104284,Categoria T1,0.0,0.0,Lost Customer,0.0
10994,3408,2025-12-18,12,6,,,,,3,Christmas,91.0,56.05599248773774,Categoria C1,4546.72,0.13186813186813187,Out-of-period / Holiday behavior,599.5674725274725
10994,4566,2025-12-18,12,5,Christmas,171.5,4.949747468305833,172.5,3,Christmas,66.5,53.15579255339402,Categoria C1,4546.72,0.25042197330059845,Habitual,1138.598594445297
10994,4567,2025-12-18,12,4,Christmas,175.0,,174.0,3,Christmas,134.0,60.35512190974964,Categoria C1,4546.72,0.15812366737739872,Habitual,718.9440409381664
10994,4911,2024-12-13,382,2,Christmas,180.0,,180.0,3,Christmas,84.0,64.30773401956766,Categoria C2,9247.300000000001,0.0,Lost Customer,0.0
10994,4911,2024-12-13,382,2,Christmas,180.0,,180.0,3,Christmas,84.0,64.30773401956766,Categoria C2,2223.12,0.0,Lost Customer,0.0
10994,5105,2025-11-20,40,5,,,,127.75,3,Christmas,45.5,44.024614327290436,Categoria T1,0.0,0.8791208791208791,Out-of-period / Holiday behavior,0.0
10994,5382,2025-05-23,221,2,,,,162.0,3,Christmas,43.0,57.67148342118486,Categoria T1,0.0,0.0,Lost Customer,0.0
10996,3408,2025-06-16,197,4,,,,160.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
10996,4567,2024-02-12,687,1,,,,,1,Christmas,180.0,48.621677573534576,Categoria C1,2223.12,0.0,Lost Customer,0.0
10997,3408,2025-05-19,225,2,,,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
10997,4566,2025-05-19,225,2,,,,180.0,1,Christmas,169.0,52.340870920382315,Categoria C1,2223.12,0.0,Lost Customer,0.0
10997,4567,2025-05-19,225,1,,,,,1,Christmas,180.0,48.621677573534576,Categoria C1,2223.12,0.0,Lost Customer,0.0
11005,3408,2025-12-01,29,3,Christmas,180.0,0.0,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,1802.3600000000001,0.3268253968253968,Habitual,589.0570222222223
11005,4567,2025-12-01,29,3,Christmas,180.0,0.0,180.0,1,Christmas,180.0,48.621677573534576,Categoria C1,1802.3600000000001,0.32222222222222224,Habitual,580.7604444444445
11007,3399,2025-11-12,48,2,,,,180.0,4,Christmas,146.0,49.86782529848279,Categoria C1,2223.12,0.3287671232876712,Out-of-period / Holiday behavior,730.8887671232876
11007,3408,2025-08-05,147,1,,,,,4,Christmas,125.5,57.18415060191761,Categoria C1,2223.12,1.1713147410358566,Retention (1st historic purchase),2603.9732270916334
11007,4565,2025-11-12,48,4,,,,,4,Christmas,124.0,56.23303684981726,Categoria C1,2223.12,0.3870967741935484,Out-of-period / Holiday behavior,860.5625806451612
11007,4566,2025-11-12,48,2,,,,110.0,4,Christmas,107.0,57.66587729631683,Categoria C1,2223.12,0.4485981308411215,Out-of-period / Holiday behavior,997.2874766355139
11007,4567,2025-11-12,48,5,Christmas,160.0,,124.25,4,Christmas,180.0,42.96704948481452,Categoria C1,2223.12,0.5666666666666667,Habitual,1259.7679999999998
11014,3408,2024-12-02,393,2,Christmas,180.0,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
11014,4911,2025-06-06,207,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,9247.300000000001,0.0,Lost Customer,0.0
11014,4911,2025-06-06,207,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.0,Lost Customer,0.0
11018,5099,2025-11-04,56,15,,,,42.57142857142857,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.6787878787878788,Out-of-period / Holiday behavior,0.0
11018,5112,2025-11-19,41,13,Christmas,14.0,,48.333333333333336,4,Christmas,49.0,38.54218468120353,Categoria T1,0.0,3.7653061224489797,Retention (Seasonal Inactive),0.0
11018,5115,2025-11-04,56,5,,,,95.25,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.6829268292682927,Out-of-period / Holiday behavior,0.0
11020,3408,2025-06-18,195,2,,,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
11020,4565,2025-06-18,195,2,,,,180.0,1,Christmas,173.0,57.30797752299166,Categoria C1,2223.12,0.0,Lost Customer,0.0
11020,4567,2025-06-18,195,1,,,,,1,Christmas,180.0,48.621677573534576,Categoria C1,2223.12,0.0,Lost Customer,0.0
11041,3408,2025-02-18,315,1,,,,,4,Christmas,125.5,57.18415060191761,Categoria C1,2223.12,0.0,Lost Customer,0.0
11041,4566,2025-02-18,315,1,,,,,4,Christmas,107.0,57.66587729631683,Categoria C1,2223.12,0.0,Lost Customer,0.0
11041,4911,2024-11-19,406,1,,,,,4,Christmas,157.0,52.22722564517045,Categoria C2,9247.300000000001,0.0,Lost Customer,0.0
11041,4911,2024-11-19,406,1,,,,,4,Christmas,157.0,52.22722564517045,Categoria C2,1086.44,0.0,Lost Customer,0.0
11041,4912,2024-11-19,406,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,9247.300000000001,0.0,Lost Customer,0.0
11041,4912,2024-11-19,406,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,1086.44,0.0,Lost Customer,0.0
11041,5099,2025-01-20,344,2,,,,180.0,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.0,Lost Customer,0.0
11041,5107,2024-07-19,529,1,,,,,4,Christmas,168.0,72.37358563340563,Categoria T1,0.0,0.0,Lost Customer,0.0
11041,5115,2025-01-20,344,2,,,,180.0,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.0,Lost Customer,0.0
11045,4912,2025-11-27,33,14,,,,51.76923076923077,3,Christmas,56.0,50.93624136108326,Categoria C2,36989.200000000004,0.5892857142857143,Out-of-period / Holiday behavior,21797.207142857147
11045,4912,2025-11-27,33,14,,,,51.76923076923077,3,Christmas,56.0,50.93624136108326,Categoria C2,1667.3400000000001,0.5892857142857143,Out-of-period / Holiday behavior,982.539642857143
11045,5099,2024-12-16,379,6,Christmas,48.0,,51.4,3,Christmas,34.0,46.630887552276384,Categoria T1,0.0,0.0,Lost Customer,0.0
11045,5103,2024-12-16,379,4,Christmas,180.0,,95.0,3,Christmas,61.5,57.07920562066114,Categoria T1,0.0,0.0,Lost Customer,0.0
11045,5104,2024-02-14,685,1,,,,,3,,,,Categoria T1,0.0,0.0,Lost Customer,0.0
11045,5105,2024-12-16,379,7,Christmas,48.0,,51.0,3,Christmas,45.5,44.024614327290436,Categoria T1,0.0,0.0,Lost Customer,0.0
11045,5108,2024-07-19,529,1,,,,,3,Christmas,30.5,53.10938666442739,Categoria T1,0.0,0.0,Lost Customer,0.0
11045,5115,2024-10-29,427,1,,,,,3,Christmas,41.5,53.38823534817658,Categoria T1,0.0,0.0,Lost Customer,0.0
11089,5103,2025-10-22,69,9,Christmas,105.0,,69.875,4,Christmas,149.5,63.53358239509262,Categoria T1,0.0,1.1186813186813187,Habitual,0.0
11089,5115,2025-05-19,225,1,,,,,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.0,Lost Customer,0.0
11089,5116,2025-10-23,68,5,,,,117.5,4,Christmas,180.0,33.392685255478156,Categoria T1,0.0,0.37777777777777777,Out-of-period / Holiday behavior,0.0
11101,4911,2025-07-23,160,2,,,,180.0,1,Christmas,180.0,58.857149278265425,Categoria C2,4625.22,0.8888888888888888,Out-of-period / Holiday behavior,4111.306666666666
11101,4911,2025-07-23,160,2,,,,180.0,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.8888888888888888,Out-of-period / Holiday behavior,965.7244444444444
11101,4912,2024-11-21,404,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,4625.22,0.0,Lost Customer,0.0
11101,4912,2024-11-21,404,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,1086.44,0.0,Lost Customer,0.0
11117,4912,2024-09-26,460,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,7397.84,0.0,Lost Customer,0.0
11117,4912,2024-09-26,460,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,1086.44,0.0,Lost Customer,0.0
11120,5107,2024-01-09,721,1,,,,,1,Christmas,70.0,65.34400726703471,Categoria T1,0.0,0.0,Lost Customer,0.0
11120,5116,2024-01-09,721,1,,,,,1,Christmas,180.0,,Categoria T1,0.0,0.0,Lost Customer,0.0
11123,3408,2025-11-26,34,23,Christmas,24.0,,30.954545454545453,3,Christmas,91.0,56.05599248773774,Categoria C1,4546.72,1.7902930402930404,Habitual,8139.961172161173
11123,4566,2025-11-26,34,32,Christmas,24.0,,21.967741935483872,3,Christmas,66.5,53.15579255339402,Categoria C1,4546.72,1.9279448621553885,Habitual,8765.825463659148
11123,4567,2024-04-12,627,1,,,,,3,Christmas,134.0,60.35512190974964,Categoria C1,4546.72,0.0,Lost Customer,0.0
11123,4911,2025-10-27,64,9,Christmas,84.0,,81.375,3,Christmas,84.0,64.30773401956766,Categoria C2,23119.82,1.5238095238095237,Habitual,35230.2019047619
11123,4911,2025-10-27,64,9,Christmas,84.0,,81.375,3,Christmas,84.0,64.30773401956766,Categoria C2,2223.12,1.5238095238095237,Habitual,3387.6114285714284
11123,4912,2025-11-26,34,21,Christmas,42.0,,34.05,3,Christmas,56.0,50.93624136108326,Categoria C2,23119.82,1.4166666666666665,Habitual,32753.07833333333
11123,4912,2025-11-26,34,21,Christmas,42.0,,34.05,3,Christmas,56.0,50.93624136108326,Categoria C2,2223.12,1.4166666666666665,Habitual,3149.4199999999996
11123,5099,2025-10-03,88,26,Christmas,26.0,,24.08,3,Christmas,34.0,46.630887552276384,Categoria T1,0.0,0.0,Lost Customer,0.0
11123,5102,2025-12-16,14,15,Christmas,99.0,,48.285714285714285,3,Christmas,71.0,69.09219036353362,Categoria T1,0.0,0.3385972400056907,Habitual,0.0
11123,5108,2025-07-07,176,14,,,,,3,Christmas,30.5,53.10938666442739,Categoria T1,0.0,0.0,Lost Customer,0.0
11123,5115,2025-05-28,216,4,,,,88.66666666666667,3,Christmas,41.5,53.38823534817658,Categoria T1,0.0,0.0,Lost Customer,0.0
11125,3399,2025-06-03,210,1,,,,,1,Christmas,180.0,74.0418800409606,Categoria C1,2223.12,0.0,Lost Customer,0.0
11125,3408,2025-06-03,210,2,,,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.0,Lost Customer,0.0
11125,4566,2025-06-03,210,2,,,,180.0,1,Christmas,169.0,52.340870920382315,Categoria C1,2223.12,0.0,Lost Customer,0.0
11125,4567,2025-06-03,210,2,,,,180.0,1,Christmas,180.0,48.621677573534576,Categoria C1,2223.12,0.0,Lost Customer,0.0
11127,5103,2025-05-19,225,1,,,,,1,Christmas,84.5,64.50215091396157,Categoria T1,0.0,0.0,Lost Customer,0.0
11128,3408,2025-04-09,265,2,,,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
11128,4565,2025-09-24,97,4,,,,,1,Christmas,173.0,57.30797752299166,Categoria C1,1802.3600000000001,0.5606936416184971,Out-of-period / Holiday behavior,1010.5717919075145
11128,4567,2025-09-24,97,2,,,,180.0,1,Christmas,180.0,48.621677573534576,Categoria C1,1802.3600000000001,0.5388888888888889,Out-of-period / Holiday behavior,971.2717777777777
